Latin Name,Common Name,Taxon_groug,Obs_Abunda,Grid_ref,Event_Loca,Sample_Loc,Sample_Dat,Sample_Yea,Sample_Rec,Obs_Determ,Determinat,Determiner,Determin_1,Obs_Record,Sample_Com,Survey_Nam,Obs_Commen,Specimen_N,Recommen_2,Obs_Key,All_Design,lat (generated automaticaly using geodesy-test3.html from grid ref),lat (generated automaticaly using geodesy-test3.html from grid ref)
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F45Y,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",51.84276964,0.901948044
Bombus ruderatus,Large Garden (Ruderal) Bumblebee,insect - hymenopteran,1 Count of Adult Male; 1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080X0000000000000000,SR0004450000F3KR,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",50.79921941,-1.717574583
Bombus ruderatus,Large Garden (Ruderal) Bumblebee,insect - hymenopteran,1 Count of Adult Female; 1 Count of Adult Male; 1 Count of worker,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080X0000000000000000,SR0004450000F3KS,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",51.84276964,0.901948044
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35Q,Dalston,Dalston,Jul-36,1936,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Jul-36,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UC,Notable-B,54.84526313,-2.990386931
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1901,1901,Harwood,Harwood,Unconfirmed,,1901,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UG,Notable-B,51.84276964,0.901948044
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UF,Notable-B,51.84276964,0.901948044
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,2 Count of Adult Male,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UA,Notable-B,50.79921941,-1.717574583
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,2 Count of Adult Male,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UB,Notable-B,51.84276964,0.901948044
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UE,Notable-B,51.84276964,0.901948044
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,04/09/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/09/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HG,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,17/08/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HH,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,05/08/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HF,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,06/07/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HE,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,20/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",20/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3H8,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,11/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",11/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3H7,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,07/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HB,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,05/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3H9,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HA,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,19/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HC,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,31/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3H5,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female; 1 Count of Adult Male; 1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,30/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3H6,,54.88298247,-2.741912122
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,07/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HD,,54.88298247,-2.741912122
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of Adult Male,TM02,Colchester,Colchester,1909,1909,Harwood,Harwood,Unconfirmed,,1909,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BS,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",51.84276964,0.901948044
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of worker,TM02,Colchester,Colchester,1908,1908,Harwood,Harwood,Unconfirmed,,1908,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BV,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",51.84276964,0.901948044
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BP,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",50.79921941,-1.717574583
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of Adult,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BQ,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",50.79921941,-1.717574583
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of Adult Female,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BR,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",51.84276964,0.901948044
Bombus subterraneus,Short-haired Bumble Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08100000000000000000,SR0004450000F4BT,"BAP-2007, England_NERC_S.41, Notable-A, UKBAP-2007",51.84276964,0.901948044
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Female; 1 Count of Adult Male; 1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08110000000000000000,SR0004450000F46H,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",50.79921941,-1.717574583
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of Adult Female; 1 Count of worker,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08110000000000000000,SR0004450000F46A,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",51.84276964,0.901948044
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08110000000000000000,SR0004450000F46L,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",51.84276964,0.901948044
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,21/07/1918,1918,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",21/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UK,,54.88742764,-2.749788355
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,30/06/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UT,,54.88298247,-2.741912122
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UU,,54.88298247,-2.741912122
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY5151,Cumwhitton Moss,Cumwhitton Moss,01/06/1918,1918,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",01/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UQ,,54.85138823,-2.764694754
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,26/05/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3US,,54.88298247,-2.741912122
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY5536,Great Salkeld,Great Salkeld,25/09/1904,1904,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/09/1904,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UN,,54.71697762,-2.700067823
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,15/06/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/06/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UV,,54.88298247,-2.741912122
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UM,,51.84276964,0.901948044
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08120000000000000000,SR0004450000F3UR,,51.84276964,0.901948044
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,17/05/1918,1918,G.B. Routledge,G.B. Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000G78F,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,16/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3GG,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,14/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3G3,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,12/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3GD,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,11/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",11/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3GF,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/05/1918,1918,G.B. Routledge,G.B. Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000G78E,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,09/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3G6,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,2 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,04/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3G5,,54.88298247,-2.741912122
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55D,How Mill,How Mill,18/09/1917,1917,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3GJ,,54.90075903,-2.773427458
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,14/04/1900,1900,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/04/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3GQ,,54.91739374,-2.960956106
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3H2,,51.84276964,0.901948044
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3FT,,50.79921941,-1.717574583
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y08130000000000000000,SR0004450000F3FR,,51.84276964,0.901948044
